,InvoiceDate,Quantity,StockCode
24716,2010-09-30,12.0,22148
24717,2010-10-31,0.0,22148
24718,2010-11-30,3.0,22148
24719,2010-12-31,1.0,22148
24720,2011-01-31,244.0,22148
24721,2011-02-28,654.0,22148
24722,2011-03-31,797.0,22148
24723,2011-04-30,171.0,22148
24724,2011-05-31,12.0,22148
24725,2011-06-30,1.0,22148
24726,2011-07-31,4.0,22148
24727,2011-08-31,12.0,22148
24728,2011-09-30,12.0,22148
24729,2011-10-31,4.0,22148
24730,2011-11-30,15.0,22148
24731,2011-12-31,12.0,22148
24732,2009-12-31,691.0,22149
24733,2010-01-31,235.0,22149
24734,2010-02-28,387.0,22149
24735,2010-03-31,617.0,22149
24736,2010-04-30,438.0,22149
24737,2010-05-31,302.0,22149
24738,2010-06-30,282.0,22149
24739,2010-07-31,344.0,22149
24740,2010-08-31,499.0,22149
24741,2010-09-30,665.0,22149
24742,2010-10-31,703.0,22149
24743,2010-11-30,1465.0,22149
24744,2010-12-31,553.0,22149
24745,2011-01-31,170.0,22149
24746,2011-02-28,524.0,22149
24747,2011-03-31,409.0,22149
24748,2011-04-30,459.0,22149
24749,2011-05-31,398.0,22149
24750,2011-06-30,297.0,22149
24751,2011-07-31,365.0,22149
24752,2011-08-31,755.0,22149
24753,2011-09-30,570.0,22149
24754,2011-10-31,1754.0,22149
24755,2011-11-30,74.0,22149
24756,2009-12-31,289.0,22150
24757,2010-01-31,65.0,22150
24758,2010-02-28,197.0,22150
24759,2010-03-31,728.0,22150
24760,2010-04-30,95.0,22150
24761,2010-05-31,896.0,22150
24762,2010-06-30,120.0,22150
24763,2010-07-31,252.0,22150
24764,2010-08-31,366.0,22150
24765,2010-09-30,333.0,22150
24766,2010-10-31,1000.0,22150
24767,2010-11-30,465.0,22150
24768,2010-12-31,399.0,22150
24769,2011-01-31,49.0,22150
24770,2011-02-28,223.0,22150
24771,2011-03-31,226.0,22150
24772,2011-04-30,86.0,22150
24773,2011-05-31,184.0,22150
24774,2011-06-30,321.0,22150
24775,2011-07-31,147.0,22150
24776,2011-08-31,310.0,22150
24777,2011-09-30,272.0,22150
24778,2011-10-31,305.0,22150
24779,2011-11-30,421.0,22150
24780,2011-12-31,220.0,22150
24781,2009-12-31,328.0,22151
24782,2010-01-31,573.0,22151
24783,2010-02-28,311.0,22151
24784,2010-03-31,629.0,22151
24785,2010-04-30,697.0,22151
24786,2010-05-31,1505.0,22151
24787,2010-06-30,572.0,22151
24788,2010-07-31,989.0,22151
24789,2010-08-31,1895.0,22151
24790,2010-09-30,1916.0,22151
24791,2010-10-31,1730.0,22151
24792,2010-11-30,1415.0,22151
24793,2010-12-31,603.0,22151
24794,2011-01-31,771.0,22151
24795,2011-02-28,1154.0,22151
24796,2011-03-31,1404.0,22151
24797,2011-04-30,1456.0,22151
24798,2011-05-31,2238.0,22151
24799,2011-06-30,1378.0,22151
24800,2011-07-31,1970.0,22151
24801,2011-08-31,1673.0,22151
24802,2011-09-30,1060.0,22151
24803,2011-10-31,608.0,22151
24804,2011-11-30,687.0,22151
24805,2011-12-31,335.0,22151
24806,2009-12-31,188.0,22152
24807,2010-01-31,0.0,22152
24808,2010-02-28,8.0,22152
24809,2010-03-31,83.0,22152
24810,2010-04-30,101.0,22152
24811,2010-05-31,0.0,22152
24812,2010-06-30,33.0,22152
24813,2010-07-31,290.0,22152
24814,2010-08-31,289.0,22152
24815,2010-09-30,1058.0,22152
24816,2010-10-31,935.0,22152
24817,2010-11-30,874.0,22152
24818,2010-12-31,249.0,22152
24819,2011-01-31,106.0,22152
24820,2011-02-28,58.0,22152
24821,2011-03-31,104.0,22152
24822,2011-04-30,177.0,22152
24823,2011-05-31,96.0,22152
24824,2011-06-30,16.0,22152
24825,2011-07-31,90.0,22152
24826,2011-08-31,109.0,22152
24827,2011-09-30,176.0,22152
24828,2011-10-31,356.0,22152
24829,2011-11-30,931.0,22152
24830,2011-12-31,30.0,22152
24831,2009-12-31,328.0,22153
24832,2010-01-31,0.0,22153
24833,2010-02-28,98.0,22153
24834,2010-03-31,52.0,22153
24835,2010-04-30,55.0,22153
24836,2010-05-31,5.0,22153
24837,2010-06-30,0.0,22153
24838,2010-07-31,54.0,22153
24839,2010-08-31,302.0,22153
24840,2010-09-30,569.0,22153
24841,2010-10-31,905.0,22153
24842,2010-11-30,797.0,22153
24843,2010-12-31,366.0,22153
24844,2011-01-31,1.0,22153
24845,2011-02-28,0.0,22153
24846,2011-03-31,0.0,22153
24847,2011-04-30,0.0,22153
24848,2011-05-31,0.0,22153
24849,2011-06-30,10.0,22153
24850,2011-07-31,4.0,22153
24851,2011-08-31,292.0,22153
24852,2011-09-30,485.0,22153
24853,2011-10-31,487.0,22153
24854,2011-11-30,814.0,22153
24855,2011-12-31,294.0,22153
24856,2009-12-31,113.0,22154
24857,2010-01-31,1.0,22154
24858,2010-02-28,1.0,22154
24859,2010-03-31,2.0,22154
24860,2010-04-30,7.0,22154
24861,2010-05-31,0.0,22154
24862,2010-06-30,0.0,22154
24863,2010-07-31,54.0,22154
24864,2010-08-31,512.0,22154
24865,2010-09-30,319.0,22154
24866,2010-10-31,1278.0,22154
24867,2010-11-30,1183.0,22154
24868,2010-12-31,1857.0,22154
24869,2011-01-31,10.0,22154
24870,2011-02-28,14.0,22154
24871,2011-03-31,0.0,22154
24872,2011-04-30,2.0,22154
24873,2011-05-31,0.0,22154
24874,2011-06-30,109.0,22154
24875,2011-07-31,6.0,22154
24876,2011-08-31,243.0,22154
24877,2011-09-30,402.0,22154
24878,2011-10-31,539.0,22154
24879,2011-11-30,1087.0,22154
24880,2011-12-31,247.0,22154
24881,2009-12-31,564.0,22155
24882,2010-01-31,4.0,22155
24883,2010-02-28,1.0,22155
24884,2010-03-31,4.0,22155
24885,2010-04-30,2.0,22155
24886,2010-05-31,2.0,22155
24887,2010-06-30,1.0,22155
24888,2010-07-31,1.0,22155
24889,2010-08-31,336.0,22155
24890,2010-09-30,687.0,22155
24891,2010-10-31,976.0,22155
24892,2010-11-30,999.0,22155
24893,2010-12-31,691.0,22155
24894,2011-01-31,2.0,22155
24895,2011-02-28,1.0,22155
24896,2011-03-31,2.0,22155
24897,2011-04-30,2.0,22155
24898,2011-05-31,1.0,22155
24899,2011-06-30,17.0,22155
24900,2011-07-31,15.0,22155
24901,2011-08-31,156.0,22155
24902,2011-09-30,356.0,22155
24903,2011-10-31,498.0,22155
24904,2011-11-30,847.0,22155
24905,2011-12-31,167.0,22155
24906,2009-12-31,463.0,22156
24907,2010-01-31,188.0,22156
24908,2010-02-28,79.0,22156
24909,2010-03-31,218.0,22156
24910,2010-04-30,78.0,22156
24911,2010-05-31,139.0,22156
24912,2010-06-30,62.0,22156
24913,2010-07-31,358.0,22156
24914,2010-08-31,500.0,22156
24915,2010-09-30,615.0,22156
24916,2010-10-31,827.0,22156
24917,2010-11-30,520.0,22156
24918,2010-12-31,202.0,22156
24919,2011-01-31,242.0,22156
24920,2011-02-28,163.0,22156
24921,2011-03-31,57.0,22156
24922,2011-04-30,121.0,22156
24923,2011-05-31,132.0,22156
24924,2011-06-30,106.0,22156
24925,2011-07-31,287.0,22156
24926,2011-08-31,288.0,22156
24927,2011-09-30,147.0,22156
24928,2011-10-31,185.0,22156
24929,2011-11-30,263.0,22156
24930,2011-12-31,87.0,22156
24931,2009-12-31,168.0,22157
24932,2010-01-31,0.0,22157
24933,2010-02-28,48.0,22157
24934,2010-03-31,48.0,22157
24935,2010-04-30,48.0,22157
24936,2010-05-31,0.0,22157
24937,2010-06-30,0.0,22157
24938,2010-07-31,0.0,22157
24939,2010-08-31,6.0,22157
24940,2010-09-30,237.0,22157
24941,2010-10-31,375.0,22157
24942,2010-11-30,606.0,22157
24943,2010-12-31,160.0,22157
24944,2011-01-31,0.0,22157
24945,2011-02-28,0.0,22157
24946,2011-03-31,0.0,22157
24947,2011-04-30,0.0,22157
24948,2011-05-31,0.0,22157
24949,2011-06-30,0.0,22157
24950,2011-07-31,0.0,22157
24951,2011-08-31,79.0,22157
24952,2009-12-31,8.0,22158
24953,2010-01-31,0.0,22158
24954,2010-02-28,0.0,22158
24955,2010-03-31,0.0,22158
24956,2010-04-30,1.0,22158
24957,2010-05-31,102.0,22158
24958,2010-06-30,19.0,22158
24959,2010-07-31,166.0,22158
24960,2010-08-31,550.0,22158
24961,2010-09-30,949.0,22158
24962,2010-10-31,1124.0,22158
24963,2010-11-30,2697.0,22158
24964,2010-12-31,857.0,22158
24965,2011-01-31,11.0,22158
24966,2011-02-28,3.0,22158
24967,2011-03-31,4.0,22158
24968,2011-04-30,11.0,22158
24969,2011-05-31,19.0,22158
24970,2011-06-30,20.0,22158
24971,2011-07-31,26.0,22158
24972,2011-08-31,416.0,22158
24973,2011-09-30,304.0,22158
24974,2011-10-31,703.0,22158
24975,2011-11-30,1321.0,22158
24976,2011-12-31,132.0,22158
24977,2009-12-31,1.0,22161
24978,2010-01-31,41.0,22161
24979,2010-02-28,1.0,22161
24980,2010-03-31,22.0,22161
24981,2010-04-30,298.0,22161
24982,2010-05-31,33.0,22161
24983,2010-06-30,7.0,22161
24984,2010-07-31,37.0,22161
24985,2010-08-31,180.0,22161
24986,2010-09-30,88.0,22161
24987,2010-10-31,452.0,22161
24988,2010-11-30,483.0,22161
24989,2010-12-31,326.0,22161
24990,2011-01-31,201.0,22161
24991,2011-02-28,54.0,22161
24992,2011-03-31,50.0,22161
24993,2011-04-30,53.0,22161
24994,2011-05-31,81.0,22161
24995,2011-06-30,916.0,22161
24996,2011-07-31,440.0,22161
24997,2011-08-31,468.0,22161
24998,2011-09-30,692.0,22161
24999,2011-10-31,1146.0,22161
25000,2011-11-30,627.0,22161
25001,2011-12-31,145.0,22161
25002,2009-12-31,64.0,22162
25003,2010-01-31,41.0,22162
25004,2010-02-28,9.0,22162
25005,2010-03-31,12.0,22162
25006,2010-04-30,7.0,22162
25007,2010-05-31,31.0,22162
25008,2010-06-30,14.0,22162
25009,2010-07-31,71.0,22162
25010,2010-08-31,76.0,22162
25011,2010-09-30,73.0,22162
25012,2010-10-31,104.0,22162
25013,2010-11-30,455.0,22162
25014,2010-12-31,133.0,22162
25015,2011-01-31,74.0,22162
25016,2011-02-28,10.0,22162
25017,2011-03-31,12.0,22162
25018,2011-04-30,13.0,22162
25019,2011-05-31,3.0,22162
25020,2011-06-30,11.0,22162
25021,2011-07-31,8.0,22162
25022,2011-08-31,4.0,22162
25023,2011-09-30,0.0,22162
25024,2011-10-31,4.0,22162
25025,2011-11-30,34.0,22162
25026,2009-12-31,29.0,22163
25027,2010-01-31,35.0,22163
25028,2010-02-28,0.0,22163
25029,2010-03-31,33.0,22163
25030,2010-04-30,34.0,22163
25031,2010-05-31,3.0,22163
25032,2010-06-30,37.0,22163
25033,2010-07-31,87.0,22163
25034,2010-08-31,6.0,22163
25035,2010-09-30,45.0,22163
25036,2010-10-31,36.0,22163
25037,2010-11-30,50.0,22163
25038,2010-12-31,44.0,22163
25039,2011-01-31,16.0,22163
25040,2011-02-28,2.0,22163
25041,2011-03-31,1.0,22163
25042,2011-04-30,2.0,22163
25043,2011-05-31,1.0,22163
25044,2011-06-30,4.0,22163
25045,2011-07-31,5.0,22163
25046,2011-08-31,7.0,22163
25047,2011-09-30,101.0,22163
25048,2011-10-31,267.0,22163
25049,2011-11-30,393.0,22163
25050,2011-12-31,50.0,22163
25051,2009-12-31,31.0,22164
25052,2010-01-31,0.0,22164
25053,2010-02-28,0.0,22164
25054,2010-03-31,6.0,22164
25055,2010-04-30,0.0,22164
25056,2010-05-31,1.0,22164
25057,2010-06-30,2.0,22164
25058,2010-07-31,7.0,22164
25059,2010-08-31,8.0,22164
25060,2010-09-30,32.0,22164
25061,2010-10-31,108.0,22164
25062,2010-11-30,42.0,22164
25063,2010-12-31,27.0,22164
25064,2011-01-31,2.0,22164
25065,2011-02-28,0.0,22164
25066,2011-03-31,0.0,22164
25067,2011-04-30,0.0,22164
25068,2011-05-31,0.0,22164
25069,2011-06-30,2.0,22164
25070,2011-07-31,0.0,22164
25071,2011-08-31,5.0,22164
25072,2011-09-30,0.0,22164
25073,2011-10-31,12.0,22164
25074,2011-11-30,37.0,22164
25075,2009-12-31,15.0,22165
25076,2010-01-31,34.0,22165
25077,2010-02-28,23.0,22165
25078,2010-03-31,10.0,22165
25079,2010-04-30,11.0,22165
25080,2010-05-31,11.0,22165
25081,2010-06-30,8.0,22165
25082,2010-07-31,25.0,22165
25083,2010-08-31,102.0,22165
25084,2010-09-30,2.0,22165
25085,2010-10-31,279.0,22165
25086,2010-11-30,41.0,22165
25087,2010-12-31,42.0,22165
25088,2011-01-31,23.0,22165
25089,2011-02-28,12.0,22165
25090,2011-03-31,11.0,22165
25091,2011-04-30,13.0,22165
25092,2011-05-31,36.0,22165
25093,2011-06-30,11.0,22165
25094,2011-07-31,15.0,22165
25095,2011-08-31,16.0,22165
25096,2011-09-30,15.0,22165
25097,2011-10-31,17.0,22165
25098,2011-11-30,22.0,22165
25099,2011-12-31,197.0,22165
25100,2009-12-31,16.0,22166
25101,2010-01-31,4.0,22166
25102,2010-02-28,4.0,22166
25103,2010-03-31,9.0,22166
25104,2010-04-30,5.0,22166
25105,2010-05-31,5.0,22166
25106,2010-06-30,6.0,22166
25107,2010-07-31,6.0,22166
25108,2010-08-31,97.0,22166
25109,2010-09-30,6.0,22166
25110,2010-10-31,49.0,22166
25111,2010-11-30,27.0,22166
25112,2010-12-31,44.0,22166
25113,2011-01-31,11.0,22166
25114,2011-02-28,5.0,22166
25115,2011-03-31,7.0,22166
25116,2011-04-30,6.0,22166
25117,2011-05-31,4.0,22166
25118,2011-06-30,4.0,22166
25119,2011-07-31,5.0,22166
25120,2011-08-31,8.0,22166
25121,2011-09-30,8.0,22166
25122,2011-10-31,8.0,22166
25123,2011-11-30,11.0,22166
25124,2011-12-31,99.0,22166
25125,2009-12-31,18.0,22167
25126,2010-01-31,22.0,22167
25127,2010-02-28,14.0,22167
25128,2010-03-31,19.0,22167
25129,2010-04-30,9.0,22167
25130,2010-05-31,16.0,22167
25131,2010-06-30,35.0,22167
25132,2010-07-31,20.0,22167
25133,2010-08-31,15.0,22167
25134,2010-09-30,36.0,22167
25135,2010-10-31,197.0,22167
25136,2010-11-30,53.0,22167
25137,2010-12-31,28.0,22167
25138,2011-01-31,23.0,22167
25139,2011-02-28,17.0,22167
25140,2011-03-31,16.0,22167
25141,2011-04-30,25.0,22167
25142,2011-05-31,44.0,22167
25143,2011-06-30,17.0,22167
25144,2011-07-31,19.0,22167
25145,2011-08-31,11.0,22167
25146,2011-09-30,5.0,22167
25147,2011-10-31,11.0,22167
25148,2011-11-30,21.0,22167
25149,2011-12-31,7.0,22167
25150,2009-12-31,3.0,22168
25151,2010-01-31,13.0,22168
25152,2010-02-28,69.0,22168
25153,2010-03-31,43.0,22168
25154,2010-04-30,26.0,22168
25155,2010-05-31,51.0,22168
25156,2010-06-30,34.0,22168
25157,2010-07-31,97.0,22168
25158,2010-08-31,35.0,22168
25159,2010-09-30,45.0,22168
25160,2010-10-31,52.0,22168
25161,2010-11-30,51.0,22168
25162,2010-12-31,29.0,22168
25163,2011-01-31,23.0,22168
25164,2011-02-28,24.0,22168
25165,2011-03-31,70.0,22168
25166,2011-04-30,10.0,22168
25167,2009-12-31,20.0,22169
25168,2010-01-31,0.0,22169
25169,2010-02-28,79.0,22169
25170,2010-03-31,115.0,22169
25171,2010-04-30,103.0,22169
25172,2010-05-31,87.0,22169
25173,2010-06-30,111.0,22169
25174,2010-07-31,81.0,22169
25175,2010-08-31,138.0,22169
25176,2010-09-30,105.0,22169
25177,2010-10-31,119.0,22169
25178,2010-11-30,122.0,22169
25179,2010-12-31,149.0,22169
25180,2011-01-31,84.0,22169
25181,2011-02-28,35.0,22169
25182,2011-03-31,88.0,22169
25183,2011-04-30,52.0,22169
25184,2011-05-31,53.0,22169
25185,2011-06-30,109.0,22169
25186,2011-07-31,71.0,22169
25187,2011-08-31,88.0,22169
25188,2011-09-30,229.0,22169
25189,2011-10-31,106.0,22169
25190,2011-11-30,123.0,22169
25191,2011-12-31,59.0,22169
25192,2009-12-31,81.0,22170
25193,2010-01-31,0.0,22170
25194,2010-02-28,79.0,22170
25195,2010-03-31,123.0,22170
25196,2010-04-30,86.0,22170
25197,2010-05-31,105.0,22170
25198,2010-06-30,136.0,22170
25199,2010-07-31,77.0,22170
25200,2010-08-31,180.0,22170
25201,2010-09-30,189.0,22170
25202,2010-10-31,114.0,22170
25203,2010-11-30,163.0,22170
25204,2010-12-31,92.0,22170
25205,2011-01-31,91.0,22170
25206,2011-02-28,59.0,22170
25207,2011-03-31,92.0,22170
25208,2011-04-30,53.0,22170
25209,2011-05-31,60.0,22170
25210,2011-06-30,77.0,22170
25211,2011-07-31,83.0,22170
25212,2011-08-31,86.0,22170
25213,2011-09-30,197.0,22170
25214,2011-10-31,45.0,22170
25215,2011-11-30,110.0,22170
25216,2011-12-31,44.0,22170
25217,2009-12-31,32.0,22171
25218,2010-01-31,28.0,22171
25219,2010-02-28,29.0,22171
25220,2010-03-31,168.0,22171
25221,2010-04-30,306.0,22171
25222,2010-05-31,73.0,22171
25223,2010-06-30,146.0,22171
25224,2010-07-31,42.0,22171
25225,2010-08-31,134.0,22171
25226,2010-09-30,40.0,22171
25227,2010-10-31,128.0,22171
25228,2010-11-30,225.0,22171
25229,2010-12-31,109.0,22171
25230,2011-01-31,81.0,22171
25231,2011-02-28,176.0,22171
25232,2011-03-31,166.0,22171
25233,2011-04-30,68.0,22171
25234,2011-05-31,173.0,22171
25235,2011-06-30,402.0,22171
25236,2011-07-31,531.0,22171
25237,2011-08-31,106.0,22171
25238,2011-09-30,29.0,22171
25239,2011-10-31,10.0,22171
25240,2011-11-30,103.0,22171
25241,2011-12-31,39.0,22171
25242,2009-12-31,30.0,22172
25243,2010-01-31,31.0,22172
25244,2010-02-28,21.0,22172
25245,2010-03-31,41.0,22172
25246,2010-04-30,101.0,22172
25247,2010-05-31,44.0,22172
25248,2010-06-30,46.0,22172
25249,2010-07-31,59.0,22172
25250,2010-08-31,4.0,22172
25251,2010-09-30,1.0,22172
25252,2009-12-31,126.0,22173
25253,2010-01-31,527.0,22173
25254,2010-02-28,322.0,22173
25255,2010-03-31,8.0,22173
25256,2010-04-30,0.0,22173
25257,2010-05-31,0.0,22173
25258,2010-06-30,45.0,22173
25259,2010-07-31,259.0,22173
25260,2010-08-31,369.0,22173
25261,2010-09-30,212.0,22173
25262,2010-10-31,274.0,22173
25263,2010-11-30,443.0,22173
25264,2010-12-31,282.0,22173
25265,2011-01-31,193.0,22173
25266,2011-02-28,261.0,22173
25267,2011-03-31,301.0,22173
25268,2011-04-30,0.0,22173
25269,2011-05-31,152.0,22173
25270,2011-06-30,190.0,22173
25271,2011-07-31,137.0,22173
25272,2011-08-31,308.0,22173
25273,2011-09-30,169.0,22173
25274,2011-10-31,176.0,22173
25275,2011-11-30,319.0,22173
25276,2011-12-31,69.0,22173
25277,2009-12-31,36.0,22174
25278,2010-01-31,0.0,22174
25279,2010-02-28,0.0,22174
25280,2010-03-31,13.0,22174
25281,2010-04-30,78.0,22174
25282,2010-05-31,159.0,22174
25283,2010-06-30,69.0,22174
25284,2010-07-31,162.0,22174
25285,2010-08-31,114.0,22174
25286,2010-09-30,198.0,22174
25287,2010-10-31,342.0,22174
25288,2010-11-30,734.0,22174
25289,2010-12-31,1610.0,22174
25290,2011-01-31,82.0,22174
25291,2011-02-28,243.0,22174
25292,2011-03-31,141.0,22174
25293,2011-04-30,55.0,22174
25294,2011-05-31,83.0,22174
25295,2011-06-30,95.0,22174
25296,2011-07-31,264.0,22174
25297,2011-08-31,55.0,22174
25298,2011-09-30,219.0,22174
25299,2011-10-31,190.0,22174
25300,2011-11-30,421.0,22174
25301,2011-12-31,86.0,22174
25302,2009-12-31,46.0,22175
25303,2010-01-31,153.0,22175
25304,2010-02-28,62.0,22175
25305,2010-03-31,69.0,22175
25306,2010-04-30,143.0,22175
25307,2010-05-31,25.0,22175
25308,2010-06-30,36.0,22175
25309,2010-07-31,18.0,22175
25310,2010-08-31,40.0,22175
25311,2010-09-30,107.0,22175
25312,2010-10-31,153.0,22175
25313,2010-11-30,98.0,22175
25314,2010-12-31,53.0,22175
25315,2011-01-31,62.0,22175
25316,2011-02-28,29.0,22175
25317,2011-03-31,60.0,22175
25318,2011-04-30,44.0,22175
25319,2011-05-31,32.0,22175
25320,2011-06-30,14.0,22175
25321,2011-07-31,18.0,22175
25322,2011-08-31,38.0,22175
25323,2011-09-30,39.0,22175
25324,2011-10-31,154.0,22175
25325,2011-11-30,293.0,22175
25326,2011-12-31,64.0,22175
25327,2009-12-31,34.0,22176
25328,2010-01-31,161.0,22176
25329,2010-02-28,50.0,22176
25330,2010-03-31,29.0,22176
25331,2010-04-30,49.0,22176
25332,2010-05-31,31.0,22176
25333,2010-06-30,29.0,22176
25334,2010-07-31,10.0,22176
25335,2010-08-31,33.0,22176
25336,2010-09-30,53.0,22176
25337,2010-10-31,107.0,22176
25338,2010-11-30,87.0,22176
25339,2010-12-31,39.0,22176
25340,2011-01-31,64.0,22176
25341,2011-02-28,30.0,22176
25342,2011-03-31,57.0,22176
25343,2011-04-30,43.0,22176
25344,2011-05-31,28.0,22176
25345,2011-06-30,20.0,22176
25346,2011-07-31,15.0,22176
25347,2011-08-31,40.0,22176
25348,2011-09-30,50.0,22176
25349,2011-10-31,142.0,22176
25350,2011-11-30,1.0,22176
25351,2009-12-31,28.0,22177
25352,2010-01-31,41.0,22177
25353,2010-02-28,52.0,22177
25354,2010-03-31,157.0,22177
25355,2010-04-30,34.0,22177
25356,2010-05-31,2.0,22177
25357,2010-06-30,0.0,22177
25358,2010-07-31,0.0,22177
25359,2010-08-31,12.0,22177
25360,2009-12-31,844.0,22178
25361,2010-01-31,486.0,22178
25362,2010-02-28,353.0,22178
25363,2010-03-31,1202.0,22178
25364,2010-04-30,703.0,22178
25365,2010-05-31,1429.0,22178
25366,2010-06-30,1614.0,22178
25367,2010-07-31,773.0,22178
25368,2010-08-31,657.0,22178
25369,2010-09-30,1459.0,22178
25370,2010-10-31,1844.0,22178
25371,2010-11-30,4589.0,22178
25372,2010-12-31,1846.0,22178
25373,2011-01-31,1380.0,22178
25374,2011-02-28,1321.0,22178
25375,2011-03-31,2707.0,22178
25376,2011-04-30,1918.0,22178
25377,2011-05-31,2608.0,22178
25378,2011-06-30,1973.0,22178
25379,2011-07-31,1527.0,22178
25380,2011-08-31,2142.0,22178
25381,2011-09-30,1250.0,22178
25382,2011-10-31,3320.0,22178
25383,2011-11-30,1813.0,22178
25384,2011-12-31,990.0,22178
25385,2009-12-31,100.0,22179
25386,2010-01-31,40.0,22179
25387,2010-02-28,111.0,22179
25388,2010-03-31,71.0,22179
25389,2010-04-30,47.0,22179
25390,2010-05-31,47.0,22179
25391,2010-06-30,118.0,22179
25392,2010-07-31,43.0,22179
25393,2010-08-31,127.0,22179
25394,2010-09-30,121.0,22179
25395,2010-10-31,126.0,22179
25396,2010-11-30,106.0,22179
25397,2010-12-31,165.0,22179
25398,2011-01-31,57.0,22179
25399,2011-02-28,32.0,22179
25400,2011-03-31,111.0,22179
25401,2011-04-30,58.0,22179
25402,2011-05-31,125.0,22179
25403,2011-06-30,42.0,22179
25404,2011-07-31,45.0,22179
25405,2011-08-31,23.0,22179
25406,2011-09-30,103.0,22179
25407,2011-10-31,73.0,22179
25408,2011-11-30,138.0,22179
25409,2011-12-31,65.0,22179
25410,2009-12-31,65.0,22180
25411,2010-01-31,65.0,22180
25412,2010-02-28,57.0,22180
25413,2010-03-31,60.0,22180
25414,2010-04-30,20.0,22180
25415,2010-05-31,71.0,22180
25416,2010-06-30,50.0,22180
25417,2010-07-31,43.0,22180
25418,2010-08-31,31.0,22180
25419,2010-09-30,45.0,22180
25420,2010-10-31,64.0,22180
25421,2010-11-30,74.0,22180
25422,2010-12-31,72.0,22180
25423,2011-01-31,35.0,22180
25424,2011-02-28,26.0,22180
25425,2011-03-31,23.0,22180
25426,2011-04-30,45.0,22180
25427,2011-05-31,24.0,22180
25428,2011-06-30,24.0,22180
25429,2011-07-31,20.0,22180
25430,2011-08-31,16.0,22180
25431,2011-09-30,24.0,22180
25432,2011-10-31,53.0,22180
25433,2011-11-30,1.0,22180
25434,2009-12-31,111.0,22181
25435,2010-01-31,70.0,22181
25436,2010-02-28,26.0,22181
25437,2010-03-31,27.0,22181
25438,2010-04-30,101.0,22181
25439,2010-05-31,86.0,22181
25440,2010-06-30,40.0,22181
25441,2010-07-31,7.0,22181
25442,2010-08-31,12.0,22181
25443,2010-09-30,53.0,22181
25444,2010-10-31,288.0,22181
25445,2010-11-30,126.0,22181
25446,2010-12-31,97.0,22181
25447,2011-01-31,12.0,22181
25448,2011-02-28,33.0,22181
25449,2011-03-31,59.0,22181
25450,2011-04-30,13.0,22181
25451,2011-05-31,50.0,22181
25452,2011-06-30,100.0,22181
25453,2011-07-31,27.0,22181
25454,2011-08-31,1.0,22181
25455,2011-09-30,59.0,22181
25456,2011-10-31,32.0,22181
25457,2011-11-30,137.0,22181
25458,2009-12-31,8.0,22182
25459,2010-01-31,6.0,22182
25460,2010-02-28,5.0,22182
25461,2010-03-31,2.0,22182
25462,2010-04-30,1.0,22182
25463,2010-05-31,10.0,22182
25464,2010-06-30,13.0,22182
25465,2010-07-31,30.0,22182
25466,2010-08-31,1.0,22182
25467,2010-09-30,2.0,22182
25468,2010-10-31,58.0,22182
25469,2010-11-30,53.0,22182
25470,2010-12-31,20.0,22182
25471,2011-01-31,19.0,22182
25472,2011-02-28,13.0,22182
25473,2011-03-31,12.0,22182
25474,2011-04-30,7.0,22182
25475,2011-05-31,11.0,22182
25476,2011-06-30,29.0,22182
25477,2011-07-31,117.0,22182
25478,2011-08-31,3.0,22182
25479,2011-09-30,22.0,22182
25480,2011-10-31,30.0,22182
25481,2011-11-30,19.0,22182
25482,2011-12-31,80.0,22182
25483,2009-12-31,36.0,22183
25484,2010-01-31,8.0,22183
25485,2010-02-28,12.0,22183
25486,2010-03-31,14.0,22183
25487,2010-04-30,3.0,22183
25488,2010-05-31,9.0,22183
25489,2010-06-30,14.0,22183
25490,2010-07-31,10.0,22183
25491,2010-08-31,5.0,22183
25492,2010-09-30,8.0,22183
25493,2010-10-31,85.0,22183
25494,2010-11-30,60.0,22183
25495,2010-12-31,74.0,22183
25496,2011-01-31,54.0,22183
25497,2011-02-28,46.0,22183
25498,2011-03-31,82.0,22183
25499,2011-04-30,33.0,22183
25500,2011-05-31,58.0,22183
25501,2011-06-30,0.0,22183
25502,2011-07-31,1.0,22183
25503,2011-08-31,0.0,22183
25504,2011-09-30,0.0,22183
25505,2011-10-31,0.0,22183
25506,2011-11-30,1.0,22183
25507,2009-12-31,11.0,22184
25508,2010-01-31,12.0,22184
25509,2010-02-28,30.0,22184
25510,2010-03-31,8.0,22184
25511,2010-04-30,3.0,22184
25512,2010-05-31,11.0,22184
25513,2010-06-30,17.0,22184
25514,2010-07-31,11.0,22184
25515,2010-08-31,7.0,22184
25516,2010-09-30,16.0,22184
25517,2010-10-31,127.0,22184
25518,2010-11-30,81.0,22184
25519,2010-12-31,37.0,22184
25520,2011-01-31,31.0,22184
25521,2009-12-31,162.0,22185
25522,2010-01-31,149.0,22185
25523,2010-02-28,236.0,22185
25524,2010-03-31,375.0,22185
25525,2010-04-30,217.0,22185
25526,2010-05-31,287.0,22185
25527,2010-06-30,288.0,22185
25528,2010-07-31,87.0,22185
25529,2010-08-31,174.0,22185
25530,2010-09-30,109.0,22185
25531,2010-10-31,130.0,22185
25532,2010-11-30,218.0,22185
25533,2010-12-31,61.0,22185
25534,2011-01-31,7.0,22185
